ID,X1 LIMIT_BAL,X2 SEX,X3 EDUCATION,X4 MARRIAGE,X5 AGE,X6 PAY_0,X7 PAY_2,X8 PAY_3,X9 PAY_4,X10 PAY_5,X11 PAY_6,X12 BILL_AMT1,X13 BILL_AMT2,X14 BILL_AMT3,X15 BILL_AMT4,X16 BILL_AMT5,X17 BILL_AMT6,X18 PAY_AMT1,X19 PAY_AMT2,X20 PAY_AMT3,X21 PAY_AMT4,X22 PAY_AMT5,X23 PAY_AMT6,Y default payment next month,RatioUso_12,RatioUso_13,RatioUso_14,RatioUso_15,RatioUso_16,RatioUso_17
10121,150000,2,3,1,48,2,2,2,2,2,2,84647,76858,62650,59255,45983,52986,5950,0,10000,0,20000,0,1,0.5643133333333333,0.5123866666666667,0.4176666666666667,0.39503333333333335,0.30655333333333334,0.35324
10129,130000,2,2,1,37,1,2,2,2,0,0,67612,65997,70604,68904,70369,71682,0,6300,0,2700,2600,2800,1,0.5200923076923077,0.5076692307692308,0.5431076923076923,0.5300307692307692,0.5413,0.5514
10136,40000,2,1,2,24,0,2,0,0,0,0,780,390,390,780,390,150,0,390,780,0,150,780,1,0.0195,0.00975,0.00975,0.0195,0.00975,0.00375
10139,140000,2,2,2,34,0,0,2,2,2,0,27098,29832,29354,30609,29981,30581,3485,300,2038,0,1100,2570,1,0.19355714285714284,0.2130857142857143,0.20967142857142856,0.2186357142857143,0.21415,0.2184357142857143
10140,80000,2,2,2,27,0,0,0,0,0,0,36406,31472,10246,20202,20077,20247,2000,5056,20202,726,891,10000,1,0.455075,0.3934,0.128075,0.252525,0.2509625,0.2530875
10147,450000,2,1,1,46,0,0,0,0,0,0,28205,3760,4148,2312,6909,4189,3793,4148,2312,6909,4189,1539,1,0.06267777777777778,0.008355555555555555,0.009217777777777778,0.005137777777777778,0.015353333333333333,0.009308888888888889
10152,60000,2,2,2,48,2,3,2,3,2,2,60717,59183,62075,60501,61808,60668,0,4500,0,2400,0,2200,1,1.01195,0.9863833333333333,1.0345833333333334,1.00835,1.0301333333333333,1.0111333333333334
10156,10000,2,1,2,22,0,0,0,2,2,2,6579,7611,8926,8634,9442,9144,1300,1602,0,948,0,484,1,0.6579,0.7611,0.8926,0.8634,0.9442,0.9144
10157,80000,1,1,2,28,0,0,0,0,0,0,49740,48501,48117,48502,48610,49650,2000,2000,2000,1800,1800,2000,1,0.62175,0.6062625,0.6014625,0.606275,0.607625,0.620625
10158,440000,1,1,2,35,0,0,0,0,0,0,421895,413687,420892,352705,359770,351535,15100,16076,12445,13183,12874,12146,1,0.9588522727272727,0.9401977272727273,0.9565727272727272,0.8016022727272727,0.817659090909091,0.7989431818181818
10165,120000,2,3,2,50,0,0,0,0,0,0,149540,118675,120047,100637,79613,79286,125000,4065,4000,3000,3000,3000,1,1.2461666666666666,0.9889583333333334,1.0003916666666666,0.8386416666666666,0.6634416666666667,0.6607166666666666
10167,60000,1,2,2,26,0,0,0,0,2,0,23146,23868,26447,28109,28720,28308,1400,3000,2100,1200,1200,2000,1,0.38576666666666665,0.3978,0.44078333333333336,0.4684833333333333,0.4786666666666667,0.4718
10168,10000,2,2,2,22,0,0,0,0,0,0,528,0,264,264,264,264,0,264,264,264,264,1056,1,0.0528,0.0,0.0264,0.0264,0.0264,0.0264
10181,40000,2,2,2,25,2,0,0,0,2,2,25741,26772,27794,29333,29816,30577,1750,1772,2311,1100,1400,0,1,0.643525,0.6693,0.69485,0.733325,0.7454,0.764425
10184,30000,1,2,1,39,1,2,2,0,0,2,22595,24928,24230,26811,28702,28092,3000,0,3000,2327,0,1200,1,0.7531666666666667,0.8309333333333333,0.8076666666666666,0.8937,0.9567333333333333,0.9364
10186,150000,2,3,1,40,0,0,0,0,0,0,56690,58775,62769,64233,65704,69835,3606,5600,2500,2500,5400,2600,1,0.37793333333333334,0.3918333333333333,0.41846,0.42822,0.4380266666666667,0.4655666666666667
10187,50000,2,1,2,22,2,2,2,0,0,0,41632,44069,37395,32284,32805,33751,3509,0,1302,1191,1492,1949,1,0.83264,0.88138,0.7479,0.64568,0.6561,0.67502
10189,360000,1,3,1,41,0,0,0,0,0,0,498,498,498,498,498,498,498,498,498,498,498,498,1,0.0013833333333333334,0.0013833333333333334,0.0013833333333333334,0.0013833333333333334,0.0013833333333333334,0.0013833333333333334
10195,10000,1,3,1,46,0,2,2,4,3,2,6277,7019,9557,9269,8836,8548,1000,2819,0,0,0,250,1,0.6277,0.7019,0.9557,0.9269,0.8836,0.8548
10199,40000,2,2,2,24,0,0,0,0,0,0,38221,34975,19606,21272,22923,24539,3107,3000,2000,2000,2000,0,1,0.955525,0.874375,0.49015,0.5318,0.573075,0.613475
10212,160000,2,2,1,34,0,0,0,0,0,0,5283,5920,6999,8109,8596,9455,1500,1200,2000,1000,1000,500,1,0.03301875,0.037,0.04374375,0.05068125,0.053725,0.05909375
10217,80000,2,3,1,46,2,0,0,0,0,0,58934,52253,34721,5544,9318,7298,2254,2086,19,9346,7319,1352,1,0.736675,0.6531625,0.4340125,0.0693,0.116475,0.091225
10233,50000,1,2,2,25,1,2,0,0,0,0,21679,18566,19918,19584,18508,20047,0,2000,1500,1000,2000,676,1,0.43358,0.37132,0.39836,0.39168,0.37016,0.40094
10241,20000,1,3,2,28,0,2,2,2,0,0,3515,4301,5075,4845,6753,9615,1000,1000,0,2000,3000,2000,1,0.17575,0.21505,0.25375,0.24225,0.33765,0.48075
10252,180000,2,3,1,56,0,0,0,0,0,0,440,440,440,440,440,440,440,440,440,440,440,440,1,0.0024444444444444444,0.0024444444444444444,0.0024444444444444444,0.0024444444444444444,0.0024444444444444444,0.0024444444444444444
10279,50000,1,2,2,33,0,0,2,2,0,0,29616,34040,30385,18399,19037,17945,5000,2000,0,2000,726,510,1,0.59232,0.6808,0.6077,0.36798,0.38074,0.3589
10310,60000,1,2,2,42,1,2,0,0,0,0,60560,56471,36057,35077,69251,71478,2065,1988,2500,62731,3600,1600,1,1.0093333333333334,0.9411833333333334,0.60095,0.5846166666666667,1.1541833333333333,1.1913
10315,30000,1,3,1,50,1,2,0,0,2,0,22320,21674,22995,24310,23781,25383,0,1685,2000,0,2000,1000,1,0.744,0.7224666666666667,0.7665,0.8103333333333333,0.7927,0.8461
10316,160000,2,1,2,32,0,0,0,0,0,0,1179,4042,270,52,0,394,4042,270,0,0,394,646,1,0.00736875,0.0252625,0.0016875,0.000325,0.0,0.0024625
10317,20000,2,3,2,23,0,0,2,2,2,2,13884,16344,15784,17517,17097,18654,3000,0,2000,0,2000,0,1,0.6942,0.8172,0.7892,0.87585,0.85485,0.9327
10326,30000,2,2,1,23,0,0,0,0,2,2,29336,30047,29904,32025,32479,30894,1800,1470,3500,2000,0,1400,1,0.9778666666666667,1.0015666666666667,0.9968,1.0675,1.0826333333333333,1.0298
10327,20000,1,2,2,22,0,0,0,0,0,0,17676,18833,19002,18982,13762,0,1451,1400,380,0,0,0,1,0.8838,0.94165,0.9501,0.9491,0.6881,0.0
10331,90000,2,1,2,32,1,2,2,0,0,0,32226,33255,32426,32763,33602,34193,1839,0,1176,1367,1300,4337,1,0.35806666666666664,0.3695,0.3602888888888889,0.3640333333333333,0.37335555555555555,0.3799222222222222
10338,20000,2,2,1,47,3,2,2,2,2,2,17772,18487,17892,19294,19840,19376,1300,0,1700,1000,0,850,1,0.8886,0.92435,0.8946,0.9647,0.992,0.9688
10339,200000,1,1,2,32,1,2,2,2,2,2,18726,18141,20838,20217,22896,22400,0,3000,0,3000,0,3000,1,0.09363,0.090705,0.10419,0.101085,0.11448,0.112
10348,200000,1,3,1,36,0,2,0,0,0,2,1762,881,24842,28367,28721,20139,4,24846,5004,1540,4,6411,1,0.00881,0.004405,0.12421,0.141835,0.143605,0.100695
10350,20000,1,1,1,35,0,0,0,0,0,0,5745,6023,7053,5909,3287,3604,2224,1171,500,500,500,5000,1,0.28725,0.30115,0.35265,0.29545,0.16435,0.1802
10351,20000,1,2,2,40,0,0,0,0,0,0,17068,18283,19424,19208,19600,20000,1800,1600,384,392,400,0,1,0.8534,0.91415,0.9712,0.9604,0.98,1.0
10354,20000,1,2,2,43,2,0,0,2,2,2,9286,10176,12298,11809,12333,11986,1200,2300,0,1015,0,1900,1,0.4643,0.5088,0.6149,0.59045,0.61665,0.5993
10355,30000,1,2,2,25,3,2,2,2,0,0,18585,19301,19702,19102,19508,19899,1300,1000,0,700,700,1000,1,0.6195,0.6433666666666666,0.6567333333333333,0.6367333333333334,0.6502666666666667,0.6633
10361,100000,1,1,1,30,2,0,0,0,0,0,85806,85195,85464,86921,88524,91241,3100,4000,4000,3500,5000,10000,1,0.85806,0.85195,0.85464,0.86921,0.88524,0.91241
10368,90000,2,2,2,26,0,0,0,0,0,0,83900,84236,79623,70039,70962,71013,4022,2917,2500,2451,2600,2700,1,0.9322222222222222,0.9359555555555555,0.8847,0.7782111111111111,0.7884666666666666,0.7890333333333334
10370,100000,2,2,1,58,2,2,0,0,0,0,87851,85594,87095,88357,77155,80108,0,3300,2839,3000,4000,2000,1,0.87851,0.85594,0.87095,0.88357,0.77155,0.80108
10389,10000,1,2,2,22,0,0,0,0,0,0,6579,7599,8608,8780,9114,9234,1134,1143,315,476,420,1000,1,0.6579,0.7599,0.8608,0.878,0.9114,0.9234
10390,20000,2,2,1,25,2,2,4,4,4,4,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,1,0.0825,0.0825,0.0825,0.0825,0.0825,0.0825
10391,200000,2,2,2,49,2,2,2,2,2,2,91140,93011,90634,95464,99894,98171,4200,0,7260,6100,0,3800,1,0.4557,0.465055,0.45317,0.47732,0.49947,0.490855
10393,80000,1,3,2,30,0,0,0,0,0,0,78010,5976,5812,4788,3758,3812,1106,1060,154,147,127,52,1,0.975125,0.0747,0.07265,0.05985,0.046975,0.04765
10403,10000,2,2,1,26,1,2,2,2,0,0,5015,4789,6199,5951,6255,6401,0,1500,0,400,400,700,1,0.5015,0.4789,0.6199,0.5951,0.6255,0.6401
10406,310000,1,1,2,29,2,0,0,0,0,0,45153,36123,26113,22661,20351,16639,2904,1500,1000,2000,1000,2000,1,0.1456548387096774,0.11652580645161291,0.08423548387096774,0.0731,0.06564838709677419,0.053674193548387095
10409,180000,1,2,1,39,2,2,2,0,0,0,180645,184303,179230,181763,180019,171711,8000,0,7000,7000,6150,6700,1,1.0035833333333333,1.0239055555555556,0.9957222222222222,1.0097944444444444,1.0001055555555556,0.95395
10411,50000,2,1,2,32,1,2,2,2,0,0,20091,20175,22718,22057,23044,24990,700,3200,0,1500,2340,924,1,0.40182,0.4035,0.45436,0.44114,0.46088,0.4998
10425,140000,2,2,2,32,2,2,2,3,2,2,76187,84734,91142,88800,90750,88591,9834,8742,0,3500,0,3100,1,0.5441928571428571,0.6052428571428572,0.6510142857142858,0.6342857142857142,0.6482142857142857,0.6327928571428572
10432,240000,1,1,1,35,0,0,0,0,0,0,160161,159484,162231,163255,165436,168178,7405,8005,6005,30912,5000,5150,1,0.6673375,0.6645166666666666,0.6759625,0.6802291666666667,0.6893166666666667,0.7007416666666667
10447,10000,2,2,2,24,0,0,0,0,0,2,5666,576,1709,1470,2010,780,576,1709,1470,2010,0,1080,1,0.5666,0.0576,0.1709,0.147,0.201,0.078
10448,30000,1,1,2,25,2,0,2,0,0,0,581,1312,731,7300,6071,7849,1312,0,7300,6071,8000,16000,1,0.019366666666666667,0.04373333333333333,0.024366666666666665,0.24333333333333335,0.20236666666666667,0.26163333333333333
10457,80000,2,3,1,50,0,0,0,2,2,2,67328,69356,73445,74645,73330,78032,3113,5850,3000,0,6103,0,1,0.8416,0.86695,0.9180625,0.9330625,0.916625,0.9754
10460,50000,1,2,1,48,2,2,2,2,2,2,44489,45470,46424,45377,48441,47511,2000,2000,0,3800,0,1800,1,0.88978,0.9094,0.92848,0.90754,0.96882,0.95022
10481,130000,1,1,2,27,0,0,0,0,0,0,326,326,326,2400,1075,1650,326,326,2400,0,1650,652,1,0.0025076923076923076,0.0025076923076923076,0.0025076923076923076,0.018461538461538463,0.00826923076923077,0.012692307692307692
10483,30000,2,1,1,23,0,0,0,0,0,0,26669,28080,28836,28812,29400,30000,1844,1600,576,588,600,0,1,0.8889666666666667,0.936,0.9612,0.9604,0.98,1.0
10488,170000,2,1,1,33,0,0,0,0,0,0,170440,170060,115372,211577,120407,122952,8200,5200,5000,5000,5000,4000,1,1.0025882352941176,1.0003529411764707,0.6786588235294118,1.2445705882352942,0.7082764705882353,0.7232470588235295
10503,350000,2,2,2,33,0,0,0,0,0,0,341200,328857,324873,300004,306269,273732,14000,12000,10400,12000,12000,9000,1,0.9748571428571429,0.9395914285714285,0.9282085714285714,0.8571542857142858,0.8750542857142857,0.7820914285714285
10507,20000,2,2,2,22,0,0,2,2,2,2,15189,17802,17219,18377,17941,19572,2869,0,1444,0,1933,0,1,0.75945,0.8901,0.86095,0.91885,0.89705,0.9786
10510,150000,1,2,1,39,2,2,0,0,0,2,117485,114166,116491,118839,126102,123914,0,4225,4282,9207,0,4679,1,0.7832333333333333,0.7611066666666667,0.7766066666666667,0.79226,0.84068,0.8260933333333333
10511,100000,2,1,1,35,0,0,2,0,0,0,98899,102435,98188,97189,97013,96950,8800,0,3600,3500,3700,3443,1,0.98899,1.02435,0.98188,0.97189,0.97013,0.9695
10522,100000,1,2,1,51,3,4,3,2,2,2,56002,55557,54083,54601,55585,57027,1000,0,2000,2000,2500,0,1,0.56002,0.55557,0.54083,0.54601,0.55585,0.57027
10525,90000,1,2,2,28,2,0,0,0,0,0,33382,35526,37513,38637,44088,35705,3000,3000,3000,10000,3000,2000,1,0.37091111111111114,0.3947333333333333,0.41681111111111113,0.4293,0.4898666666666667,0.3967222222222222
10540,220000,1,2,1,47,4,3,2,2,2,2,216591,197022,198088,187000,179703,174571,0,6000,0,14004,0,7000,1,0.9845045454545455,0.8955545454545455,0.9004,0.85,0.8168318181818182,0.7935045454545454
10542,50000,2,2,1,27,0,0,0,0,0,0,48945,36467,18890,30288,30003,29763,1819,2664,31057,1064,1073,1043,1,0.9789,0.72934,0.3778,0.60576,0.60006,0.59526
10547,30000,2,3,3,56,3,2,2,2,2,2,26551,25844,27574,28420,29318,28704,0,2478,1600,1498,0,1100,1,0.8850333333333333,0.8614666666666667,0.9191333333333334,0.9473333333333334,0.9772666666666666,0.9568
10548,80000,2,1,1,25,3,2,2,2,3,3,6269,7212,7246,8073,8349,8420,1200,300,1100,700,500,0,1,0.0783625,0.09015,0.090575,0.1009125,0.1043625,0.10525
10550,300000,1,2,1,66,0,0,0,0,0,0,259513,257866,261088,257288,256369,212395,10000,15000,9500,11000,9000,6000,1,0.8650433333333334,0.8595533333333333,0.8702933333333334,0.8576266666666666,0.8545633333333333,0.7079833333333333
10554,130000,2,1,2,30,2,0,0,2,0,0,112822,115526,123658,120259,121205,124778,4527,10122,1,4355,8918,0,1,0.8678615384615385,0.8886615384615385,0.9512153846153846,0.9250692307692308,0.9323461538461538,0.9598307692307693
10568,360000,2,1,1,36,0,0,0,0,0,2,15521,36003,51414,17993,11546,9771,36011,20094,1000,11546,0,306,1,0.04311388888888889,0.10000833333333334,0.14281666666666668,0.049980555555555556,0.032072222222222224,0.027141666666666668
10572,100000,2,3,2,41,0,0,0,0,0,0,7432,1633,2043,4830,3535,4307,1633,2043,4830,0,4307,0,1,0.07432,0.01633,0.02043,0.0483,0.03535,0.04307
10576,100000,1,1,2,31,2,2,2,2,2,2,84886,86729,87706,88859,90685,92736,4100,3300,3500,3400,3700,4000,1,0.84886,0.86729,0.87706,0.88859,0.90685,0.92736
10587,120000,2,3,2,53,2,0,0,2,0,0,66963,68780,70830,71557,73052,74502,3500,3800,2500,2804,2820,3000,1,0.558025,0.5731666666666667,0.59025,0.5963083333333333,0.6087666666666667,0.62085
10590,50000,1,2,2,28,0,0,0,0,0,0,35277,34627,35096,9657,9617,9404,1800,1600,500,500,341,500,1,0.70554,0.69254,0.70192,0.19314,0.19234,0.18808
10595,310000,2,1,1,34,0,0,0,0,0,0,455,455,1415,883,883,1033,455,1415,0,883,1033,883,1,0.001467741935483871,0.001467741935483871,0.004564516129032258,0.0028483870967741937,0.0028483870967741937,0.003332258064516129
10597,50000,2,2,1,50,0,0,0,0,0,0,48926,45156,27762,19238,15585,15892,2036,1243,3991,712,715,582,1,0.97852,0.90312,0.55524,0.38476,0.3117,0.31784
10598,100000,1,3,1,30,2,2,2,2,0,0,68436,66783,74555,72759,74131,75603,0,9557,0,2700,2707,3120,1,0.68436,0.66783,0.74555,0.72759,0.74131,0.75603
10601,180000,2,3,1,51,1,0,2,2,0,0,0,31,31,31,1931,878,31,0,0,1900,878,0,1,0.0,0.0001722222222222222,0.0001722222222222222,0.0001722222222222222,0.010727777777777777,0.004877777777777778
10623,200000,1,2,1,51,0,0,0,0,0,0,1690,0,396,792,0,396,0,396,792,0,396,792,1,0.00845,0.0,0.00198,0.00396,0.0,0.00198
10629,260000,2,1,1,52,2,2,2,2,0,0,150,150,150,150,2500,0,0,0,0,2500,0,0,1,0.000576923076923077,0.000576923076923077,0.000576923076923077,0.000576923076923077,0.009615384615384616,0.0
10633,50000,1,1,2,26,0,2,2,0,0,0,5713,5406,-978,978,652,626,0,0,1956,0,626,0,1,0.11426,0.10812,-0.01956,0.01956,0.01304,0.01252
10642,120000,2,3,2,40,0,0,0,0,0,0,31543,31641,32286,32692,32261,32644,1600,1600,1200,1200,1200,1500,1,0.26285833333333336,0.263675,0.26905,0.27243333333333336,0.26884166666666665,0.27203333333333335
10646,50000,1,3,1,44,0,0,0,0,0,0,49996,50386,24565,21098,18965,18063,1596,1291,695,668,654,637,1,0.99992,1.00772,0.4913,0.42196,0.3793,0.36126
10656,240000,2,2,1,38,1,2,0,2,2,2,7466,221,189,189,1648,1459,899,198,0,1459,0,1250,1,0.031108333333333335,0.0009208333333333333,0.0007875,0.0007875,0.006866666666666667,0.006079166666666667
10663,70000,1,1,2,40,2,2,0,0,0,2,45740,44727,45738,48977,52191,53242,0,1750,4000,4000,2060,2200,1,0.6534285714285715,0.6389571428571429,0.6534,0.6996714285714286,0.7455857142857143,0.7606
10664,50000,2,1,1,36,2,0,0,2,2,2,37397,40292,43073,44067,44955,44081,3500,3452,2000,1738,0,4000,1,0.74794,0.80584,0.86146,0.88134,0.8991,0.88162
10671,410000,1,2,2,48,0,0,0,0,0,0,28921,13482,8484,15286,17116,18777,5422,3040,15362,17133,5076,4040,1,0.0705390243902439,0.03288292682926829,0.02069268292682927,0.037282926829268294,0.04174634146341463,0.045797560975609754
10676,50000,1,2,1,42,0,0,0,0,0,0,12111,12911,13990,14356,14657,15013,1300,1300,600,532,600,494,1,0.24222,0.25822,0.2798,0.28712,0.29314,0.30026
10696,90000,2,2,1,27,2,2,2,0,0,0,85753,87510,85188,87112,169533,90316,4000,0,4200,3285,7787,4000,1,0.9528111111111112,0.9723333333333334,0.9465333333333333,0.9679111111111112,1.8837,1.003511111111111
10697,20000,1,1,2,26,0,0,0,0,0,2,11065,11788,13082,13498,14278,13899,1206,1500,634,1151,0,514,1,0.55325,0.5894,0.6541,0.6749,0.7139,0.69495
10702,50000,2,2,1,31,2,2,2,2,2,2,26441,28297,29532,28758,30287,31133,2600,2000,0,2000,1500,1500,1,0.52882,0.56594,0.59064,0.57516,0.60574,0.62266
10707,30000,1,2,2,24,0,0,0,0,0,0,26573,26988,14964,15428,15612,16630,1500,1600,1000,569,1280,0,1,0.8857666666666667,0.8996,0.4988,0.5142666666666666,0.5204,0.5543333333333333
10708,80000,2,2,1,34,2,2,2,0,0,0,17294,22256,21660,22055,22603,23133,5210,0,1000,1000,1000,1000,1,0.216175,0.2782,0.27075,0.2756875,0.2825375,0.2891625
10714,70000,2,2,2,23,0,0,0,2,0,0,18285,16903,18903,18443,10139,10141,1400,2332,0,365,364,527,1,0.26121428571428573,0.24147142857142856,0.27004285714285714,0.2634714285714286,0.14484285714285713,0.14487142857142857
10716,30000,2,3,1,31,2,2,2,0,0,0,18870,3222,390,390,390,390,1906,0,390,390,390,390,1,0.629,0.1074,0.013,0.013,0.013,0.013
10723,160000,1,3,1,54,0,2,0,0,0,0,780,390,1560,1170,780,390,0,1560,0,0,0,390,1,0.004875,0.0024375,0.00975,0.0073125,0.004875,0.0024375
10733,260000,2,5,2,32,0,0,0,0,0,0,169734,168207,155963,148701,141039,143838,6568,6025,5703,5123,5148,5368,1,0.652823076923077,0.64695,0.5998576923076923,0.571926923076923,0.5424576923076924,0.5532230769230769
10740,270000,1,2,1,48,2,2,2,0,0,0,53624,67736,63082,73568,77642,73452,15018,0,20000,5000,10000,0,1,0.1986074074074074,0.2508740740740741,0.23363703703703703,0.2724740740740741,0.28756296296296296,0.2720444444444444
10745,280000,1,1,1,45,2,2,2,2,2,2,2482,2482,2482,2482,2482,2482,0,0,0,0,0,18,1,0.008864285714285713,0.008864285714285713,0.008864285714285713,0.008864285714285713,0.008864285714285713,0.008864285714285713
10749,160000,1,2,2,52,1,2,0,0,0,0,2259,1869,12671,8315,5085,4900,1310,12671,166,102,1100,2610,1,0.01411875,0.01168125,0.07919375,0.05196875,0.03178125,0.030625
10752,20000,1,2,2,26,0,0,0,0,0,0,18626,20296,18902,38250,19709,19774,2000,1308,683,1472,714,357,1,0.9313,1.0148,0.9451,1.9125,0.98545,0.9887
10754,160000,2,2,1,31,0,0,0,0,0,0,42781,42774,41817,749,5572,10573,2300,2300,749,5572,5573,13793,1,0.26738125,0.2673375,0.26135625,0.00468125,0.034825,0.06608125
10757,50000,1,2,2,22,2,2,2,0,0,0,13752,17945,17807,17430,18262,14224,4448,1003,1000,1014,1004,1468,1,0.27504,0.3589,0.35614,0.3486,0.36524,0.28448
10762,180000,1,1,2,27,0,0,0,0,0,0,2658,2014,536,1123,536,536,2014,536,1123,536,536,629,1,0.014766666666666668,0.011188888888888889,0.002977777777777778,0.006238888888888889,0.002977777777777778,0.002977777777777778
10763,50000,1,2,1,53,0,0,0,0,0,0,47750,49149,47843,29018,29777,28722,2180,1874,1049,1237,1100,1300,1,0.955,0.98298,0.95686,0.58036,0.59554,0.57444
10769,500000,1,1,1,41,2,0,0,0,0,0,564757,572834,430774,437950,447203,456453,19850,17200,15853,17000,17000,15740,1,1.129514,1.145668,0.861548,0.8759,0.894406,0.912906
10776,100000,2,2,1,39,3,2,2,2,2,0,76620,74813,69802,69887,68023,68734,0,5395,2433,0,2471,5191,1,0.7662,0.74813,0.69802,0.69887,0.68023,0.68734
10793,100000,2,1,1,44,0,0,0,0,0,2,68444,71722,73525,75303,79994,78550,5000,3000,3000,5900,0,5000,1,0.68444,0.71722,0.73525,0.75303,0.79994,0.7855
10794,210000,1,2,1,30,0,0,0,2,0,0,85988,88410,93234,90571,94653,142549,5000,7500,0,6000,50000,0,1,0.40946666666666665,0.421,0.4439714285714286,0.43129047619047617,0.4507285714285714,0.6788047619047619
10802,50000,1,3,2,36,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1,0.048,0.048,0.048,0.048,0.048,0.048
10803,450000,2,1,2,30,0,0,0,0,0,0,46244,32387,30976,29455,30012,20109,1599,1311,2000,1000,2000,647,1,0.10276444444444445,0.07197111111111111,0.06883555555555555,0.06545555555555556,0.06669333333333333,0.044686666666666666
10804,100000,1,2,1,41,2,2,2,2,2,2,68786,69604,67887,72744,73932,75560,2500,0,6000,2500,3000,3000,1,0.68786,0.69604,0.67887,0.72744,0.73932,0.7556
10815,90000,1,1,2,27,0,0,0,0,0,0,1040,3953,6986,868,350,874,3963,6986,868,350,874,548,1,0.011555555555555555,0.043922222222222224,0.07762222222222222,0.009644444444444445,0.0038888888888888888,0.009711111111111111
10816,10000,1,2,1,24,5,4,3,2,0,0,9829,9539,9244,8949,9137,9177,0,0,0,480,340,500,1,0.9829,0.9539,0.9244,0.8949,0.9137,0.9177
10819,200000,2,1,1,27,2,2,2,0,0,0,191406,201756,197185,146021,147473,147669,15100,3028,5169,5400,5306,5232,1,0.95703,1.00878,0.985925,0.730105,0.737365,0.738345
10823,140000,2,1,2,27,2,2,2,2,2,2,94903,96912,98015,99155,100979,99251,4400,3600,3600,3500,0,3470,1,0.6778785714285714,0.6922285714285714,0.7001071428571428,0.70825,0.7212785714285714,0.7089357142857143
10842,40000,2,2,1,36,1,2,0,0,0,0,38430,37537,38156,39581,36506,37893,0,1575,2000,1500,2000,3000,1,0.96075,0.938425,0.9539,0.989525,0.91265,0.947325
10843,50000,2,3,1,50,2,0,0,0,2,0,48381,47810,48123,51060,50162,48209,2200,2100,4000,0,2000,2000,1,0.96762,0.9562,0.96246,1.0212,1.00324,0.96418
10847,160000,1,1,2,37,0,2,0,0,0,0,17723,497,1100,652,326,5654,0,1100,652,0,5654,0,1,0.11076875,0.00310625,0.006875,0.004075,0.0020375,0.0353375
10851,210000,1,2,1,33,0,0,0,0,0,0,141571,138588,142343,69004,70596,69388,5000,6000,2270,2500,2472,2600,1,0.674147619047619,0.6599428571428572,0.6778238095238095,0.3285904761904762,0.33617142857142857,0.3304190476190476
10853,80000,2,2,2,23,0,0,0,0,0,0,50884,48709,19010,21808,15995,12290,2427,1214,600,656,282,0,1,0.63605,0.6088625,0.237625,0.2726,0.1999375,0.153625
10854,120000,2,1,2,28,0,0,0,2,0,0,75982,78213,82563,78273,79914,81514,3451,6275,0,2898,2926,6210,1,0.6331833333333333,0.651775,0.688025,0.652275,0.66595,0.6792833333333334
10862,110000,2,2,2,29,2,2,4,4,3,2,600,600,600,600,300,150,0,0,0,0,0,921,1,0.005454545454545455,0.005454545454545455,0.005454545454545455,0.005454545454545455,0.0027272727272727275,0.0013636363636363637
10870,50000,1,2,2,28,0,0,0,0,0,0,48433,49608,45568,9742,8790,6591,2000,1500,442,300,238,500,1,0.96866,0.99216,0.91136,0.19484,0.1758,0.13182
10871,80000,1,2,1,37,2,2,2,2,2,2,58024,59300,59831,60554,61938,63269,2800,2100,2300,2500,2500,500,1,0.7253,0.74125,0.7478875,0.756925,0.774225,0.7908625
10874,60000,1,2,1,46,2,0,0,0,0,0,59748,60684,59532,30193,27726,26520,2500,2108,1008,1160,2000,4000,1,0.9958,1.0114,0.9922,0.5032166666666666,0.4621,0.442
10875,150000,2,3,2,60,0,0,0,0,0,0,149892,137990,136171,100508,102610,101682,6780,4800,3496,3618,4000,3497,1,0.99928,0.9199333333333334,0.9078066666666667,0.6700533333333333,0.6840666666666667,0.67788
10891,110000,2,1,1,32,1,2,0,0,0,0,42867,41901,44126,43483,43435,41010,0,3000,2000,2000,2000,3600,1,0.3897,0.3809181818181818,0.4011454545454545,0.3953,0.39486363636363636,0.3728181818181818
10896,630000,2,1,2,29,0,0,0,0,0,0,497106,497921,490093,435019,329476,338557,15868,12371,26454,8510,11039,5390,1,0.7890571428571429,0.7903507936507936,0.7779253968253969,0.6905063492063492,0.5229777777777778,0.5373920634920635
10908,150000,1,1,2,30,2,2,2,2,2,2,17352,21338,20304,21585,20718,22813,5000,0,2000,0,3000,0,1,0.11568,0.14225333333333334,0.13536,0.1439,0.13812,0.15208666666666668
10911,220000,2,2,1,53,0,0,0,0,0,0,207592,212099,214669,173187,176496,169649,8165,6889,6033,6247,6142,6146,1,0.9436,0.9640863636363637,0.9757681818181818,0.7872136363636364,0.8022545454545454,0.7711318181818182
10913,10000,2,2,1,40,1,2,2,2,2,2,8481,8711,6946,5863,4180,4322,2000,0,450,0,600,320,1,0.8481,0.8711,0.6946,0.5863,0.418,0.4322
10915,120000,1,1,1,45,1,0,0,0,0,0,0,106257,108360,109121,109061,112079,106257,5400,4000,3944,4817,8892,1,0.0,0.885475,0.903,0.9093416666666667,0.9088416666666667,0.9339916666666667
